"Local authority","Local authority code","Library name","Address 1","Address 2","Address 3","Postcode","Library type","Unique property reference number","Co-located","Easting","Northing","OA Code","Rural urban classification","IMD"
"Lambeth","E09000022","Clapham","Mary Seacole Centre, 91 Clapham High Street","London","Surrey","SW4 7DB","LAL",10090197569,"Yes",529746.63,175444.07,"E00015420","A1",14047
"Lambeth","E09000022","Durning","167 Kennington Lane","London","Surrey","SE11 4HF","LAL",100023229223,"No",531310,178342,"E00015664","A1",10252
"Lambeth","E09000022","Streatham","63, Streatham High Road","London","Surrey","SW16 1PN","LAL",100023315960,"No",530149,171946,"E00015932","A1",14427
"Lambeth","E09000022","Tate South Lambeth","180 South Lambeth Road","London","Surrey","SW8 1QP","LAL",100023383422,"No",530374,177251,"E00015655","A1",9138
"Lambeth","E09000022","Upper Norwood","39 Westow Hill","London","Surrey","SE19 1TJ","LAL",100023246690,"Yes",533506,170749,"E00015472","A1",10594
"Lambeth","E09000022","Waterloo","Oasis Centre, 1 Kennington Road","London","Surrey","SE1 7QP","LAL",100023225318,"Yes",531156,179383,"E00015168","A1",9741
"Lambeth","E09000022","West Norwood","1-5 Norwood High Street","London","Surrey","SE27 9JX","LAL",100023265816,"Yes",531970,172153,"E00015479","A1",4974
"Lancashire","E10000017","Accrington","St James Street","Accrington","Lancashire","BB5 1NQ","LAL",100012839343,"No",375941.27,428521.06,"E00127065","C1",474
"Lancashire","E10000017","Adlington","Railway Road","Adlington","Lancashire","PR6 9RG","LAL",10070375937,"No",360325,413349,"E00126459","C1",26247
"Lancashire","E10000017","Ansdell","59 Commonside","Lytham","Lancashire","FY8 4DJ","LAL",100012620337,"No",334695,427945,"E00126804","C1",27018
"Lancashire","E10000017","Bacup","St. James's Square","Bacup","Lancashire","OL13 9AH","LAL",10014329875,"No",386891,423018,"E00128820","C1",2032
"Lancashire","E10000017","Bamber Bridge","Station Road","Preston","Lancashire","PR5 6LA","LAL",10033056856,"No",356455,426299,"E00128910","C1",8052
"Lancashire","E10000017","Barnoldswick","Fern Lea Avenue","Barnoldswick","Lancashire","BB18 5DW","LAL",100012839965,"No",387881,446710,"E00127887","C1",7139
"Lancashire","E10000017","Barrowford","Ann Street","Barrowford","Lancashire","BB9 8QH","LAL",100012550554,"No",385741,439250,"E00127777","C1",18070
"Lancashire","E10000017","Bolton-le-Sands","Main Road","Carnforth","Lancashire","LA5 8DN","LAL",100012841895,"No",348380,467837,"E00127330","D1",23280
"Lancashire","E10000017","Brierfield","Colne Road","Brierfield","Lancashire","BB9 5HW","LAL",10090961910,"No",384731,436527,"E00127834","C1",3055
"Lancashire","E10000017","Burnley","Grimshaw Street","Burnley","Lancashire","BB11 2BD","LAL",100012536898,"No",384182,432414,"E00126261","C1",79
"Lancashire","E10000017","Burnley Campus","Barden Lane","Burnley","Lancashire","BB10 1JD","LAL",10023759065,"No",384351,434431,"E00126367","C1",712
"Lancashire","E10000017","Burscough","Mill Lane","Burscough","Lancashire","L40 5TJ","LAL",100012657333,"No",344351.85,412059.55,"E00129333","D1",15168
"Lancashire","E10000017","Carnforth","Lancaster Road","Carnforth","Lancashire","LA5 9DZ","LAL",100012627782,"No",349699,470328,"E00127370","D1",22851
"Lancashire","E10000017","Chatburn","Sawley Road","Chatburn","Lancashire","BB7 4AS","LAL",100012840604,"No",376949.3,444231.36,"E00128518","D1",25227
"Lancashire","E10000017","Chorley","Union Street","Chorley","Lancashire","PR7 1EB","LAL",100012759563,"No",358404,417759,"E00126595","C1",3128
"Lancashire","E10000017","Clayton-le-Moors","Pickup St","Accrington","Lancashire","BB5 5NR","CRL",10009968821,"No",374786,431056,"E00127139","C1",2563
"Lancashire","E10000017","Clayton Green","Clayton Green Business Park, Library Road","Chorley","Lancashire","PR6 7EN","LAL",200004063945,"No",357807,423596,"E00126643","C1",21301
"Lancashire","E10000017","Cleveleys","Rossall Road","Cleveleys","Lancashire","FY5 1EE","CRL",100012615050,"No",331757,443249,"E00129763","C1",2703
"Lancashire","E10000017","Clitheroe","Church Street","Clitheroe","Lancashire","BB7 2DG","LAL",10022972104,"No",374418.52,441950.75,"E00128626","C1",26077
"Lancashire","E10000017","Coal Clough","Coal Clough Lane","Burnley","Lancashire","BB11 4NW","CRL",100012537588,"No",383110,431996,"E00126421","C1",581
"Lancashire","E10000017","Colne","Market Street","Colne","Lancashire","BB8 0AP","LAL",100012548579,"No",389182,440162,"E00127935","C1",2601
"Lancashire","E10000017","Coppull","Spendmore Lane","Chorley","Lancashire","PR7 5DF","LAL",200004063650,"No",356151,414060,"E00126693","D1",19879
"Lancashire","E10000017","Crawshawbooth","Adelaide Street","Rossendale","Lancashire","BB4 8PW","CRL",200002827288,"No",381225,425459,"E00128720","C1",20077
"Lancashire","E10000017","Earby","Coronation Hall, Cemetery Road","Earby","Lancashire","BB18 6QX","CRL",200002827023,"No",390573.96,446539.43,"E00127914","D1",21765
"Lancashire","E10000017","Eccleston","The Green","Eccleston","Lancashire","PR7 5TE","LAL",100012760518,"No",352263,416863,"E00126706","D1",28368
"Lancashire","E10000017","Euxton","St. Mary's Gate","Euxton","Lancashire","PR7 6AH","LAL",100012760770,"No",355356,419496,"E00126723","C1",15335
"Lancashire","E10000017","Fleetwood","North Albert Street","Fleetwood","Lancashire","FY7 6AJ","LAL",100012617981,"No",333887,448102,"E00129839","C1",239
"Lancashire","E10000017","Freckleton","Preston Old Road","Preston","Lancashire","PR4 1PB","LAL",100012834605,"No",343139.89,429026.47,"E00126884","D1",29808
"Lancashire","E10000017","Fulwood","294 Garstang Road","Fulwood","Lancashire","PR2 9RX","LAL",100012750621,"No",353115,433073,"E00128410","C1",27245
"Lancashire","E10000017","Garstang","Windsor Road","Garstang","Lancashire","PR3 1ED","LAL",10003512066,"No",349021,445398,"E00129700","D1",27046
"Lancashire","E10000017","Great Harwood","Queen Street","Blackburn","Lancashire","BB6 7AL","LAL",100012839641,"No",373481.95,432308.42,"E00127195","C1",1953
"Lancashire","E10000017","Halton","Penny Stone Road","Lancaster","Lancashire","LA2 6QE","LAL",200001497963,"No",350468,465194,"E00127429","D1",22801
"Lancashire","E10000017","Haslingden","Deardengate","Haslingden","Lancashire","BB4 5QJ","LAL",100012542914,"No",378622,423302,"E00128884","C1",7922
"Lancashire","E10000017","Heysham","396-398 Heysham Road","Morecame","Lancashire","LA3 2BJ","LAL",10024268342,"No",341657,461669,"E00127471","C1",16975
"Lancashire","E10000017","Ingol","Ventnor Place, Off Tag Lane","Ingol","Lancashire","PR2 3YX","LAL",100012749625,"No",351122,431818,"E00128222","C1",2474
"Lancashire","E10000017","Kingsfold","Hawksbury Drive","Penwortham","Lancashire","PR1 9EJ","LAL",10033057442,"No",352707,426961,"E00129043","C1",15094
"Lancashire","E10000017","Kirkham","Station Road","Preston","Lancashire","PR4 2HD","LAL",100012754285,"No",342024.56,432329.05,"E00126938","C1",13836
"Lancashire","E10000017","Knott End","26 Lancaster Road","Poulton-le-Fylde","Lancashire","FY6 0AU","LAL",10003522777,"No",335377,448380,"E00129848","D1",11409
"Lancashire","E10000017","Lancaster","Market Square","Lancaster","Lancashire","LA1 1HY","LAL",100012621083,"No",347618,461769,"E00127404","C1",12985
"Lancashire","E10000017","Leyland","Lancastergate","Leyland","Lancashire","PR25 2EX","LAL",10033042701,"No",353945,421804,"E00129078","C1",14956
"Lancashire","E10000017","Longridge","Berry Lane","Preston","Lancashire","PR3 3JA","LAL",100012752645,"No",360619,437306,"E00128545","D1",18435
"Lancashire","E10000017","Longton","Liverpool Road","Preston","Lancashire","PR4 5HA","LAL",10033044648,"No",348551,425995,"E00129119","C1",29016
"Lancashire","E10000017","Lostock Hall","Watkin Lane","Preston","Lancashire","PR5 5TU","LAL",10033057024,"No",354507,425742,"E00129132","C1",16729
"Lancashire","E10000017","Lytham","27 Clifton Street","St Annes","Lancashire","FY8 5EP","LAL",10023481053,"No",336584.5,427071.3,"E00126844","C1",22630
"Lancashire","E10000017","Mellor","St. Mary's Garden","Blackburn","Lancashire","BB2 7JW","LAL",100012840858,"No",365205.24,430794.94,"E00128595","D1",30334
"Lancashire","E10000017","Morecambe","Central Drive","Morecambe","Lancashire","LA4 5DL","LAL",100012842648,"No",343464,464269,"E00127575","C1",1139
"Lancashire","E10000017","Nelson","Market Square","Nelson","Lancashire","BB9 7PU","LAL",100012840288,"No",385856.07,437935.58,"E00128053","C1",2682
"Lancashire","E10000017","Ormskirk","Burscough Street","Ormskirk","Lancashire","L39 2EN","LAL",100012653522,"No",341491,408433,"E00129500","C1",11592
"Lancashire","E10000017","Oswaldtwistle","Union Road","Oswaldtwistle","Lancashire","BB5 3HS","LAL",200002827412,"No",373838,427389,"E00127154","C1",5868
"Lancashire","E10000017","Padiham","Town Hall, Burnley Road","Padiham","Lancashire","BB12 8PS","LAL",100012828117,"No",379432,433830,"E00126329","C1",10911
"Lancashire","E10000017","Parbold","The Common","Parbold","Lancashire","WN8 7EA","LAL",10012344592,"No",349026,411060,"E00129454","D1",28102
"Lancashire","E10000017","Penwortham","Liverpool Road","Preston","Lancashire","PR1 9XE","CRL",10033057508,"No",351972,428477,"E00128944","C1",29928
"Lancashire","E10000017","Pike Hill","Langwyth Road","Burnley","Lancashire","BB10 3JX","LAL",100012536399,"No",386204,432395,"E00126236","C1",27887
"Lancashire","E10000017","Poulton","Blackpool Old Road","Poulton-le- Fylde","Lancashire","FY6 7DH","LAL",100012616773,"No",334679,439358,"E00129913","C1",19053
"Lancashire","E10000017","Preston Harris","Market Square","Preston","Lancashire","PR1 2PP","LAL",100010577675,"Yes",354059,429423,"E00171992","C1",4236
"Lancashire","E10000017","Rawtenstall","Queens Square","Rawtenstall","Lancashire","BB4 6QU","LAL",100012543256,"No",381045,422727,"E00128840","C1",11288
"Lancashire","E10000017","Ribbleton","Ribbleton Hall Drive","Preston","Lancashire","PR2 6EE","LAL",10002220720,"No",356685,431472,"E00128328","C1",1056
"Lancashire","E10000017","Rishton","High Street","Blackburn","Lancashire","BB1 4LA","LAL",100012534112,"No",372751,430295,"E00127247","D1",4263
"Lancashire","E10000017","Savick","6 Birkdale Drive","Preston","Lancashire","PR2 1UH","LAL",10013865045,"No",350365,430593,"E00128251","C1",10070
"Lancashire","E10000017","Sharoe Green","8 Sharoe Green Lane","Preston","Lancashire","PR2 8ED","LAL",10007611556,"No",354129,431683,"E00128126","C1",15842
"Lancashire","E10000017","Silverdale","25 Emesgate Lane","Carnforth","Lancashire","LA5 0RA","LAL",10024270581,"No",346143,475138,"E00127638","D1",28383
"Lancashire","E10000017","Skelmersdale","Southway","Skelmersdale","Lancashire","WN8 6DL","LAL",100012820613,"No",348656.08,406223.19,"E00168821","A1",5243
"Lancashire","E10000017","St. Annes","Clifton Drive South","St. Annes","Lancashire","FY8 1NR","LAL",100012618433,"Yes",332392,428353,"E00126836","C1",10044
"Lancashire","E10000017","Tarleton","Mark Square","Preston","Lancashire","PR4 6TU","LAL",100012846473,"No",345146,420664,"E00129563","D1",27478
"Lancashire","E10000017","Thornton","Victoria Road East","Cleveleys","Lancashire","FY5 3SZ","LAL",100012615449,"No",333610,442275,"E00129799","C1",22576
"Lancashire","E10000017","Trawden","Church Street","Colne","Lancashire","BB8 8RU","CRL",100012839901,"No",391171.92,438799.78,"E00127805","C1",22399
"Lancashire","E10000017","Upholland","Hall Green","Upholland","Lancashire","WN8 0PB","CRL",100012820548,"No",351915,405274,"E00129582","A1",26948
"Lancashire","E10000017","Whalley","Abbey Road","Blackburn","Lancashire","BB7 9RS","LAL",100012840952,"No",373132.13,436324.26,"E00128662","D1",18097
"Lancashire","E10000017","Whitworth","Lloyd Street","Rochdale","Lancashire","OL12 8AA","LAL",100012732091,"No",388448,418069,"E00128787","C1",7726
"Leeds","E08000035","Ardsley & Tingley Library","213a Bradford Road","Tingley","West Yorkshire","WF3 2DL","LAL",72525786,"No",429736.27,425546.5,"E00058152","A1",6560
"Leeds","E08000035","Armley Library","2 Stock's Hill","Armley","West Yorkshire","LS12 1UQ","LAL",72200214,"No",427222,433503,"E00056894","A1",2142
"Leeds","E08000035","Beeston Library","Units 5 & 6 Beeston District Centre,Town Street","Beeston","West Yorkshire","LS11 8PN","LAL",72217675,"No",428666.12,430762.46,"E00057265","A1",6630
"Leeds","E08000035","Boston Spa Library","High Street","Boston Spa","West Yorkshire","LS23 6BH","LAL",72331192,"No",443026,445646,"E00058976","D1",31131
"Leeds","E08000035","Bramley Library","Hough lane","Bramley","West Yorkshire","LS13 3ND","LAL",72102520,"No",424456,434969,"E00057112","A1",1476
"Leeds","E08000035","Calverley Library","Thornhill Street","Calverley","West Yorkshire","LS28 5PD","LAL",72557349,"No",420702,437039,"E00058442","A1",22705
"Leeds","E08000035","Chapel Allerton Library","106 Harrogate Road","Chapel Allerton","West Yorkshire","LS7 4LZ","LAL",72564851,"No",430545,437027,"E00057234","A1",14332
"Leeds","E08000035","Chapeltown Library","The Reginald Centre, 263 Chapeltown Road","Leeds","West Yorkshire","LS7 3EX","LAL",72786431,"No",430901.27,435799.04,"E00057220","A1",2094
"Leeds","E08000035","Compton Road Library","The Compton Centre, Harehills Lane","Leeds","West Yorkshire","LS9 7BG","LAL",72786432,"No",432384,434877,"E00057614","A1",310
"Leeds","E08000035","Crossgates Library","Farm Road, Crossgates","Leeds","West Yorkshire","LS15 7LB","LAL",72067389,"No",436110,434725,"E00057153","A1",3045
"Leeds","E08000035","Dewsbury Road Library","190 Dewsbury Road","Leeds","West Yorkshire","LS11 6PF","LAL",72512382,"No",430042,431493,"E00057332","A1",274
"Leeds","E08000035","Drighlington","Moorland Road","Bradford","West Yorkshire","BD11 1JZ","CRL",NULL,"No",422341,428577,"E00058076","A1",24738
"Leeds","E08000035","Farsley Library","Old Road","Farsley","West Yorkshire","LS28 5DH","LAL",72275249,"No",421615,434922,"E00058393","A1",6803
"Leeds","E08000035","Garforth Library & One-Stop Centre","Lidgett Lane","Garforth","West Yorkshire","LS25 1EH","LAL",72555707,"No",440416,433020,"E00057447","C1",20326
"Leeds","E08000035","Gildersome Library","Meeting Hall, Town Street","Gildersome","West Yorkshire","LS27 7AB","LAL",72356280,"No",424579,429135,"E00058060","A1",28148
"Leeds","E08000035","Guiseley Library","Aireborough Leisure Centre, The Green","Guiseley","West Yorkshire","LS20 9BT","LAL",72786433,"No",419346,441916,"E00056766","A1",22149
"Leeds","E08000035","Halton Library","273 Selby Road","Halton","West Yorkshire","LS15 7JR","LAL",72182021,"No",435078,433499,"E00057536","A1",15877
"Leeds","E08000035","Hawksworth Community Hub","6 Broadway","Hawksworth Wood","West Yorkshire","LS5 3PR","LAL",72786442,"No",425375,436956,"E00057864","A1",3357
"Leeds","E08000035","Headingley Library","North Lane","Leeds","West Yorkshire","LS6 3HG","LAL",72143963,"No",427852,436158,"E00057691","A1",17456
"Leeds","E08000035","Holt Park Library","Ralph Thoresby High School, Holtdale Approach","Leeds","West Yorkshire","LS16 7RX","LAL",72673525,"No",425799,439939,"E00057368","A1",6624
"Leeds","E08000035","Horsforth Library","Town Street","Horsforth","West Yorkshire","LS18 5BL","LAL",72313176,"No",423925,438251,"E00057759","A1",23859
"Leeds","E08000035","Hunslet Library","Waterloo Road","Hunslet","West Yorkshire","LS10 2NS","LAL",72224138,"No",431226,431576,"E00057827","A1",2126
"Leeds","E08000035","Kippax Library","Westfield Lane","Kippax","West Yorkshire","LS25 7LY","LAL",72323998,"No",441557,430307,"E00056933","C1",19479
"Leeds","E08000035","Kirkgate Market Community Hub & Library","Vicar Lane","Leeds","West Yorkshire","LS2 7HY","LAL",72786451,"No",430394,433516,"E00169786","A1",8358
"Leeds","E08000035","Leeds Central Library","Municipal Buildings, Calverley Street","Leeds","West Yorkshire","LS1 3AB","LAL",72035226,"No",429824,433862,"E00169783","A1",8358
"Leeds","E08000035","Middleton Library","St. George's Centre, St. George's Road","Middleton","West Yorkshire","LS10 4UZ","LAL",72673544,"No",430962.28,428060.37,"E00057939","A1",17123
"Leeds","E08000035","Moor Allerton Library","Moor Allerton Centre","Moor Allerton","West Yorkshire","LS17 5NY","LAL",72505260,"No",429722,438922,"E00058264","A1",2272
"Leeds","E08000035","Morley Library","Commercial Street","Morley","West Yorkshire","LS27 8HZ","LAL",72365817,"No",426391,427879,"E00058189","A1",6973
"Leeds","E08000035","Oakwood Library","1 Oakwood Lane","Oakwood","West Yorkshire","LS8 2PZ","LAL",72148286,"No",432769,436871,"E00058675","A1",22830
"Leeds","E08000035","Otley Library & Tourist Information","Nelson Street","Otley","West Yorkshire","LS21 1EZ","LAL",72574202,"No",420373,445465,"E00058351","A1",18323
"Leeds","E08000035","Pudsey Library","Church Lane","Pudsey","West Yorkshire","LS28 7TY","LAL",72280982,"No",422228,433310,"E00058535","A1",7382
"Leeds","E08000035","Rothwell Library","Marsh Street","Rothwell","West Yorkshire","LS26 0AE","LAL",72565423,"No",434460,428000,"E00058628","A1",22041
"Leeds","E08000035","Scholes Library","3 Station Road","Scholes","West Yorkshire","LS15 4BJ","LAL",72321606,"No",437652,436700,"E00059101","D1",22804
"Leeds","E08000035","Seacroft Library","Seacroft Community Hub, Deacon House","Seacroft","West Yorkshire","LS14 6JD","LAL",NULL,"No",435600,436350,"E00058794","A1",663
"Leeds","E08000035","Wetherby Library & Tourist Information","17 Westgate","Wetherby","West Yorkshire","LS22 6LL","LAL",72555300,"No",440315,448236,"E00059036","C1",17591
"Leeds","E08000035","Whinmoor Library","Naburn Approach","Whinmoor","West Yorkshire","LS14 2DF","LAL",72551278,"No",435953,438019,"E00059056","A1",7172
"Leeds","E08000035","Yeadon Library","Town Hall Square","Yeadon","West Yorkshire","LS19 7PP","LAL",72297673,"No",420858,441134,"E00056753","A1",5330
"Leicester","E06000016","Aylestone Library","Aylestone Leisure Centre, 2 Knighton Lane East","Leicester","Leicestershire","LE2 6LU","LAL",NULL,"Yes",458928,301639,"E00069118","C1",6468
"Leicester","E06000016","Beaumont Leys Library","Beaumont Way","Leicester","Leicestershire","LE4 1DS","LAL",NULL,"No",456467,307950,"E00169548","C1",11285
"Leicester","E06000016","Belgrave Library","Cossington Street","Leicester","Leicestershire","LE4 6JD","LAL",NULL,"No",459589,306269,"E00169517","C1",9803
"Leicester","E06000016","Braunstone Library","The BRITE Centre, Braunstone Avenue","Leicester","Leicestershire","LE3 1LE","LAL",NULL,"Yes",456623,303103,"E00068824","C1",1419
"Leicester","E06000016","Evington Library","200 Evington Lane","Leicester","Leicestershire","LE5 6DH","LAL",NULL,"No",462343,302974,"E00069009","C1",17888
